0.000000e+00 1.000000e+00 0.000000e+00
3.200000e-02 9.998293e-01 -3.921348e-05
6.400000e-02 9.993175e-01 -1.537002e-04
9.600000e-02 9.984647e-01 -3.341886e-04
1.280000e-01 9.972716e-01 -5.658485e-04
1.600000e-01 9.957388e-01 -8.291898e-04
1.920000e-01 9.938673e-01 -1.101252e-03
2.240000e-01 9.916583e-01 -1.357022e-03
2.560000e-01 9.891131e-01 -1.571004e-03
2.880000e-01 9.862332e-01 -1.718848e-03
3.200000e-01 9.830205e-01 -1.778965e-03
3.520000e-01 9.794769e-01 -1.734022e-03
3.840000e-01 9.756046e-01 -1.572234e-03
4.160000e-01 9.714059e-01 -1.288387e-03
4.480000e-01 9.668834e-01 -8.845224e-04
4.800000e-01 9.620399e-01 -3.702337e-04
5.120000e-01 9.568784e-01 2.374466e-04
5.440000e-01 9.514020e-01 9.145787e-04
5.760000e-01 9.456141e-01 1.631250e-03
6.080000e-01 9.395181e-01 2.352879e-03
6.400000e-01 9.331179e-01 3.041827e-03
6.720000e-01 9.264172e-01 3.659248e-03
7.040000e-01 9.194203e-01 4.167092e-03
7.360000e-01 9.121313e-01 4.530159e-03
7.680000e-01 9.045547e-01 4.718100e-03
8.000000e-01 8.966951e-01 4.707267e-03
8.320000e-01 8.885573e-01 4.482310e-03
8.640000e-01 8.801461e-01 4.037423e-03
8.960000e-01 8.714668e-01 3.377186e-03
9.280000e-01 8.625244e-01 2.516914e-03
9.600000e-01 8.533246e-01 1.482504e-03
9.920000e-01 8.438727e-01 3.097561e-04
1.024000e+00 8.341745e-01 -9.568236e-04
1.056000e+00 8.242358e-01 -2.265688e-03
1.088000e+00 8.140627e-01 -3.560332e-03
1.120000e+00 8.036611e-01 -4.781700e-03
1.152000e+00 7.930374e-01 -5.870830e-03
1.184000e+00 7.821979e-01 -6.771600e-03
1.216000e+00 7.711491e-01 -7.433466e-03
1.248000e+00 7.598975e-01 -7.814060e-03
1.280000e+00 7.484499e-01 -7.881516e-03
1.312000e+00 7.368130e-01 -7.616411e-03
1.344000e+00 7.249939e-01 -7.013220e-03
1.376000e+00 7.129994e-01 -6.081187e-03
1.408000e+00 7.008366e-01 -4.844566e-03
1.440000e+00 6.885127e-01 -3.342190e-03
1.472000e+00 6.760351e-01 -1.626363e-03
1.504000e+00 6.634109e-01 2.388965e-04
1.536000e+00 6.506476e-01 2.180209e-03
1.568000e+00 6.377526e-01 4.117692e-03
1.600000e+00 6.247335e-01 5.968219e-03
1.632000e+00 6.115978e-01 7.648945e-03
1.664000e+00 5.983532e-01 9.080951e-03
1.696000e+00 5.850072e-01 1.019285e-02
1.728000e+00 5.715677e-01 1.092419e-02
1.760000e+00 5.580422e-01 1.122849e-02
1.792000e+00 5.444387e-01 1.107582e-02
1.824000e+00 5.307647e-01 1.045467e-02
1.856000e+00 5.170282e-01 9.373122e-03
1.888000e+00 5.032369e-01 7.859259e-03
1.920000e+00 4.893987e-01 5.960618e-03
1.952000e+00 4.755213e-01 3.742857e-03
1.984000e+00 4.616125e-01 1.287571e-03
2.016000e+00 4.476800e-01 -1.310658e-03
2.048000e+00 4.337318e-01 -3.947859e-03
2.080000e+00 4.197755e-01 -6.514795e-03
2.112000e+00 4.058188e-01 -8.901445e-03
2.144000e+00 3.918693e-01 -1.100166e-02
2.176000e+00 3.779349e-01 -1.271782e-02
2.208000e+00 3.640229e-01 -1.396522e-02
2.240000e+00 3.501410e-01 -1.467612e-02
2.272000e+00 3.362967e-01 -1.480312e-02
2.304000e+00 3.224975e-01 -1.432183e-02
2.336000e+00 3.087506e-01 -1.323262e-02
2.368000e+00 2.950633e-01 -1.156135e-02
2.400000e+00 2.814430e-01 -9.359111e-03
2.432000e+00 2.678967e-01 -6.700782e-03
2.464000e+00 2.544315e-01 -3.682646e-03
2.496000e+00 2.410545e-01 -4.189672e-04
2.528000e+00 2.277723e-01 2.962268e-03
2.560000e+00 2.145920e-01 6.324318e-03
2.592000e+00 2.015200e-01 9.527158e-03
2.624000e+00 1.885631e-01 1.243325e-02
2.656000e+00 1.757276e-01 1.491338e-02
2.688000e+00 1.630200e-01 1.685227e-02
2.720000e+00 1.504464e-01 1.815385e-02
2.752000e+00 1.380129e-01 1.874573e-02
2.784000e+00 1.257256e-01 1.858299e-02
2.816000e+00 1.135903e-01 1.765073e-02
2.848000e+00 1.016127e-01 1.596557e-02
2.880000e+00 8.979839e-02 1.357584e-02
2.912000e+00 7.815278e-02 1.056041e-02
2.944000e+00 6.668118e-02 7.026293e-03
2.976000e+00 5.538875e-02 3.104899e-03
3.008000e+00 4.428046e-02 -1.052702e-03
3.040000e+00 3.336118e-02 -5.281546e-03
3.072000e+00 2.263558e-02 -9.409244e-03
3.104000e+00 1.210818e-02 -1.326293e-02
3.136000e+00 1.783362e-03 -1.667639e-02
3.168000e+00 -8.334684e-03 -1.949718e-02
3.200000e+00 -1.824192e-02 -2.159322e-02
3.232000e+00 -2.793448e-02 -2.285885e-02
3.264000e+00 -3.740867e-02 -2.321988e-02
3.296000e+00 -4.666096e-02 -2.263745e-02
3.328000e+00 -5.568801e-02 -2.111060e-02
3.360000e+00 -6.448663e-02 -1.867723e-02
