-0.600000 2.000000 6347.562099
-0.600000 2.020202 6259.957287
-0.600000 2.040404 6173.168718
-0.600000 2.060606 6087.196393
-0.600000 2.080808 6002.040310
-0.600000 2.101010 5917.700471
-0.600000 2.121212 5834.176875
-0.600000 2.141414 5751.469522
-0.600000 2.161616 5669.578413
-0.600000 2.181818 5588.503546
-0.600000 2.202020 5508.244923
-0.600000 2.222222 5428.802544
-0.600000 2.242424 5350.176407
-0.600000 2.262626 5272.366514
-0.600000 2.282828 5195.372864
-0.600000 2.303030 5119.195457
-0.600000 2.323232 5043.834293
-0.600000 2.343434 4969.289373
-0.600000 2.363636 4895.560696
-0.600000 2.383838 4822.648262
-0.600000 2.404040 4750.552071
-0.600000 2.424242 4679.272124
-0.600000 2.444444 4608.808420
-0.600000 2.464646 4539.160959
-0.600000 2.484848 4470.329741
-0.600000 2.505051 4402.314767
-0.600000 2.525253 4335.116036
-0.600000 2.545455 4268.733548
-0.600000 2.565657 4203.167303
-0.600000 2.585859 4138.417302
-0.600000 2.606061 4074.483543
-0.600000 2.626263 4011.366028
-0.600000 2.646465 3949.064757
-0.600000 2.666667 3887.579728
-0.600000 2.686869 3826.910943
-0.600000 2.707071 3767.058401
-0.600000 2.727273 3708.022102
-0.600000 2.747475 3649.802047
-0.600000 2.767677 3592.398234
-0.600000 2.787879 3535.810665
-0.600000 2.808081 3480.039339
-0.600000 2.828283 3425.084257
-0.600000 2.848485 3370.945418
-0.600000 2.868687 3317.622821
-0.600000 2.888889 3265.116469
-0.600000 2.909091 3213.426359
-0.600000 2.929293 3162.552493
-0.600000 2.949495 3112.494870
-0.600000 2.969697 3063.253490
-0.600000 2.989899 3014.828353
-0.600000 3.010101 2967.219460
-0.600000 3.030303 2920.426809
-0.600000 3.050505 2874.450402
-0.600000 3.070707 2829.290239
-0.600000 3.090909 2784.946318
-0.600000 3.111111 2741.418641
-0.600000 3.131313 2698.707207
-0.600000 3.151515 2656.812016
-0.600000 3.171717 2615.733069
-0.600000 3.191919 2575.470365
-0.600000 3.212121 2536.023904
-0.600000 3.232323 2497.393686
-0.600000 3.252525 2459.579711
-0.600000 3.272727 2422.581980
-0.600000 3.292929 2386.400492
-0.600000 3.313131 2351.035247
-0.600000 3.333333 2316.486246
-0.600000 3.353535 2282.753487
-0.600000 3.373737 2249.836972
-0.600000 3.393939 2217.736701
-0.600000 3.414141 2186.452672
-0.600000 3.434343 2155.984887
-0.600000 3.454545 2126.333344
-0.600000 3.474747 2097.498046
-0.600000 3.494949 2069.478990
-0.600000 3.515152 2042.276178
-0.600000 3.535354 2015.889608
-0.600000 3.555556 1990.319283
-0.600000 3.575758 1965.565200
-0.600000 3.595960 1941.627360
-0.600000 3.616162 1918.505764
-0.600000 3.636364 1896.200411
-0.600000 3.656566 1874.711302
-0.600000 3.676768 1854.038435
-0.600000 3.696970 1834.181812
-0.600000 3.717172 1815.141432
-0.600000 3.737374 1796.917295
-0.600000 3.757576 1779.509402
-0.600000 3.777778 1762.917751
-0.600000 3.797980 1747.142344
-0.600000 3.818182 1732.183181
-0.600000 3.838384 1718.040260
-0.600000 3.858586 1704.713583
-0.600000 3.878788 1692.203149
-0.600000 3.898990 1680.508958
-0.600000 3.919192 1669.631010
-0.600000 3.939394 1659.569306
-0.600000 3.959596 1650.323845
-0.600000 3.979798 1641.894627
-0.600000 4.000000 1634.281652
-0.595960 2.000000 6240.543447
-0.595960 2.020202 6153.756299
-0.595960 2.040404 6067.785393
-0.595960 2.060606 5982.630731
-0.595960 2.080808 5898.292312
-0.595960 2.101010 5814.770136
-0.595960 2.121212 5732.064203
-0.595960 2.141414 5650.174514
-0.595960 2.161616 5569.101068
-0.595960 2.181818 5488.843865
-0.595960 2.202020 5409.402905
-0.595960 2.222222 5330.778189
-0.595960 2.242424 5252.969716
-0.595960 2.262626 5175.977486
-0.595960 2.282828 5099.801499
-0.595960 2.303030 5024.441756
-0.595960 2.323232 4949.898256
-0.595960 2.343434 4876.170999
-0.595960 2.363636 4803.259985
-0.595960 2.383838 4731.165215
-0.595960 2.404040 4659.886688
-0.595960 2.424242 4589.424404
